car_x,obstacle_x,obstacle_y,lane_delta,obstacle_speed,obstacle_type,action
0.352,0.26,0.4707692307692308,0.0,0.8333333333333334,1,2
0.366,0.26,0.48615384615384616,0.0,0.8333333333333334,1,2
0.38,0.26,0.5015384615384615,-0.5,0.8333333333333334,1,2
0.394,0.26,0.5169230769230769,-0.5,0.8333333333333334,1,2
0.408,0.26,0.5323076923076923,-0.5,0.8333333333333334,1,2
0.422,0.26,0.5476923076923077,-0.5,0.8333333333333334,1,2
0.436,0.26,0.563076923076923,-0.5,0.8333333333333334,1,2
0.45,0.26,0.5784615384615385,-0.5,0.8333333333333334,1,2
0.464,0.26,0.5938461538461538,-0.5,0.8333333333333334,1,2
0.478,0.26,0.6092307692307692,-0.5,0.8333333333333334,1,2
0.492,0.26,0.6246153846153846,-0.5,0.8333333333333334,1,2
0.506,0.26,0.64,-0.5,0.8333333333333334,1,2
0.52,0.26,0.6553846153846153,-0.5,0.8333333333333334,1,2
0.534,0.26,0.6707692307692308,-0.5,0.8333333333333334,1,2
0.548,0.26,0.6861538461538461,-0.5,0.8333333333333334,1,2
0.562,0.26,0.7015384615384616,-0.5,0.8333333333333334,1,2
0.576,0.26,0.7169230769230769,-0.5,0.8333333333333334,1,2
0.59,0.26,0.7323076923076923,-0.5,0.8333333333333334,1,2
0.604,0.26,0.7476923076923077,-0.5,0.8333333333333334,1,2
0.618,0.26,0.7630769230769231,-0.5,0.8333333333333334,1,2
0.632,0.26,0.7784615384615384,-1.0,0.8333333333333334,1,2
0.646,0.26,0.7938461538461539,-1.0,0.8333333333333334,1,2
0.66,0.26,0.8092307692307692,-1.0,0.8333333333333334,1,2
0.674,0.26,0.8246153846153846,-1.0,0.8333333333333334,1,2
0.688,0.26,0.84,-1.0,0.8333333333333334,1,2
0.702,0.26,0.8553846153846154,-1.0,0.8333333333333334,1,2
0.716,0.26,0.8707692307692307,-1.0,0.8333333333333334,1,2
0.73,0.26,0.8861538461538462,-1.0,0.8333333333333334,1,2
0.73,0.26,0.9015384615384615,-1.0,0.8333333333333334,1,1
0.73,0.26,0.916923076923077,-1.0,0.8333333333333334,1,1
0.73,0.26,0.9323076923076923,-1.0,0.8333333333333334,1,1
0.73,0.26,0.6861538461538461,-1.0,0.5833333333333334,1,1
0.73,0.26,0.696923076923077,-1.0,0.5833333333333334,1,1
0.73,0.26,0.7076923076923077,-1.0,0.5833333333333334,1,1
0.73,0.26,0.7184615384615385,-1.0,0.5833333333333334,1,1
0.73,0.26,0.7292307692307692,-1.0,0.5833333333333334,1,1
0.73,0.26,0.74,-1.0,0.5833333333333334,1,1
0.73,0.26,0.7507692307692307,-1.0,0.5833333333333334,1,1
0.73,0.26,0.7615384615384615,-1.0,0.5833333333333334,1,1
0.73,0.26,0.7723076923076924,-1.0,0.5833333333333334,1,1
0.73,0.26,0.7830769230769231,-1.0,0.5833333333333334,1,1
0.73,0.26,0.7938461538461539,-1.0,0.5833333333333334,1,1
0.73,0.26,0.8046153846153846,-1.0,0.5833333333333334,1,1
0.73,0.26,0.8153846153846154,-1.0,0.5833333333333334,1,1
0.73,0.26,0.8261538461538461,-1.0,0.5833333333333334,1,1
0.73,0.26,0.8369230769230769,-1.0,0.5833333333333334,1,1
0.73,0.26,0.8476923076923077,-1.0,0.5833333333333334,1,1
0.73,0.26,0.8584615384615385,-1.0,0.5833333333333334,1,1
0.73,0.26,0.8692307692307693,-1.0,0.5833333333333334,1,1
0.73,0.26,0.88,-1.0,0.5833333333333334,1,1
0.73,0.26,0.8907692307692308,-1.0,0.5833333333333334,1,1
0.73,0.26,0.9015384615384615,-1.0,0.5833333333333334,1,1
0.73,0.26,0.9123076923076923,-1.0,0.5833333333333334,1,1
0.716,0.26,0.9230769230769231,-1.0,0.5833333333333334,1,0
0.702,0.26,0.9338461538461539,-1.0,0.5833333333333334,1,0
0.688,0.5,0.9307692307692308,-0.5,0.5833333333333334,1,0
0.674,0.26,-0.009230769230769232,-1.0,0.5833333333333334,1,0
0.66,0.26,0.0015384615384615385,-1.0,0.5833333333333334,1,0
0.646,0.26,0.012307692307692308,-1.0,0.5833333333333334,1,0
0.632,0.26,0.023076923076923078,-1.0,0.5833333333333334,1,0
0.618,0.26,0.033846153846153845,-0.5,0.5833333333333334,1,0
0.604,0.26,0.04461538461538461,-0.5,0.5833333333333334,1,0
0.59,0.26,0.055384615384615386,-0.5,0.5833333333333334,1,0
0.576,0.26,0.06615384615384616,-0.5,0.5833333333333334,1,0
0.562,0.26,0.07692307692307693,-0.5,0.5833333333333334,1,0
0.548,0.26,0.0876923076923077,-0.5,0.5833333333333334,1,0
0.534,0.26,0.09899999999999999,-0.5,0.5833333333333334,1,0
0.52,0.26,0.11030769230769229,-0.5,0.5833333333333334,1,0
0.506,0.26,0.12161538461538458,-0.5,0.5833333333333334,1,0
0.492,0.26,0.1329230769230769,-0.5,0.5833333333333334,1,0
0.478,0.26,0.1442307692307692,-0.5,0.5833333333333334,1,0
0.478,0.26,0.1555384615384615,-0.5,0.5833333333333334,1,1
0.478,0.26,0.16684615384615378,-0.5,0.5833333333333334,1,1
0.478,0.26,0.17815384615384608,-0.5,0.5833333333333334,1,1
0.478,0.26,0.18946153846153838,-0.5,0.5833333333333334,1,1
0.478,0.26,0.20076923076923067,-0.5,0.5833333333333334,1,1
0.478,0.26,0.21207692307692297,-0.5,0.5833333333333334,1,1
0.492,0.26,0.2233846153846153,-0.5,0.5833333333333334,1,2
0.506,0.26,0.2346923076923076,-0.5,0.5833333333333334,1,2
0.52,0.26,0.24599999999999989,-0.5,0.5833333333333334,1,2
0.534,0.26,0.2573076923076922,-0.5,0.5833333333333334,1,2
0.548,0.26,0.2686153846153845,-0.5,0.5833333333333334,1,2
0.562,0.26,0.2799230769230768,-0.5,0.5833333333333334,1,2
0.576,0.26,0.29123076923076907,-0.5,0.5833333333333334,1,2
0.59,0.26,0.30253846153846137,-0.5,0.5833333333333334,1,2
0.604,0.26,0.31384615384615366,-0.5,0.5833333333333334,1,2
0.618,0.26,0.32515384615384596,-0.5,0.5833333333333334,1,2
0.618,0.26,0.33646153846153826,-0.5,0.5833333333333334,1,1
0.618,0.26,0.34776923076923055,-0.5,0.5833333333333334,1,1
0.618,0.26,0.35907692307692285,-0.5,0.5833333333333334,1,1
0.618,0.26,0.37038461538461515,-0.5,0.5833333333333334,1,1
0.618,0.26,0.38169230769230744,-0.5,0.5833333333333334,1,1
0.618,0.26,0.39299999999999974,-0.5,0.5833333333333334,1,1
0.618,0.26,0.4043076923076921,-0.5,0.5833333333333334,1,1
0.632,0.26,0.4156153846153844,-1.0,0.5833333333333334,1,2
0.646,0.26,0.42692307692307674,-1.0,0.5833333333333334,1,2
0.66,0.26,0.4382307692307691,-1.0,0.5833333333333334,1,2
0.674,0.26,0.44953846153846144,-1.0,0.5833333333333334,1,2
0.688,0.26,0.4608461538461538,-1.0,0.5833333333333334,1,2
0.702,0.26,0.47215384615384615,-1.0,0.5833333333333334,1,2
0.716,0.26,0.48346153846153844,-1.0,0.5833333333333334,1,2
0.73,0.26,0.4947692307692308,-1.0,0.5833333333333334,1,2
0.744,0.26,0.5060769230769232,-1.0,0.5833333333333334,1,2
0.758,0.26,0.5173846153846154,-1.0,0.5833333333333334,1,2
