model_type,feature_set,features,n_features_before_encoding,validation_size,architecture,hidden_layers,hidden_nodes,learning_rate,epochs,train_rows,validation_rows,test_rows,train_seconds,validation_r2,validation_mae,validation_rmse,test_r2,test_mae,test_rmse
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x32,1,"(32,)",0.0003,300,1992,352,586,1.0102236659877235,0.8577639580105156,18120.789881648478,25169.08891478625,0.8989594491055958,19126.00826770797,28462.211083491224
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x32,1,"(32,)",0.0003,800,1992,352,586,1.0583407920057653,0.8579942383848329,18088.55245832814,25148.706264410637,0.8998835792609553,19103.204173166167,28331.752539266225
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x64,1,"(64,)",0.01,300,1992,352,586,0.2731759169982979,0.8402710951455787,19022.3452686252,26671.928771003535,0.8955101636892024,19439.44028285355,28943.95050635841
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x64,1,"(64,)",0.01,800,1992,352,586,0.2733862080058316,0.8402710951455787,19022.3452686252,26671.928771003535,0.8955101636892024,19439.44028285355,28943.95050635841
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x64,1,"(64,)",0.001,300,1992,352,586,0.6661115839960985,0.8523675180247803,18471.84689947433,25642.102166027347,0.9041872598142595,19308.271919273775,27716.118718730915
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x64,1,"(64,)",0.001,800,1992,352,586,0.665174667010433,0.8523675180247803,18471.84689947433,25642.102166027347,0.9041872598142595,19308.271919273775,27716.118718730915
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x64,1,"(64,)",0.0003,300,1992,352,586,1.0202392500068527,0.8564050354203484,17833.472612351874,25289.035791468545,0.907011663242743,18908.40633382322,27304.549931590158
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x64,1,"(64,)",0.0003,800,1992,352,586,1.0150594169972464,0.8564050354203484,17833.472612351874,25289.035791468545,0.907011663242743,18908.40633382322,27304.549931590158
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x64_32,2,"(64, 32)",0.01,300,1992,352,586,0.2534181660012109,0.8444942306444705,18340.082366220573,26316.97202313463,0.9007560779692724,19197.874593227265,28208.029029562334
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x64_32,2,"(64, 32)",0.01,800,1992,352,586,0.2540597500046715,0.8444942306444705,18340.082366220573,26316.97202313463,0.9007560779692724,19197.874593227265,28208.029029562334
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x64_32,2,"(64, 32)",0.001,300,1992,352,586,0.6642373749928083,0.83982606760951,18804.2965017398,26709.058827557546,0.8918539091804688,19688.497198884786,29445.992370539916
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x64_32,2,"(64, 32)",0.001,800,1992,352,586,0.6661341250000987,0.83982606760951,18804.2965017398,26709.058827557546,0.8918539091804688,19688.497198884786,29445.992370539916
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x64_32,2,"(64, 32)",0.0003,300,1992,352,586,0.9676963749952847,0.8474664298628162,18385.51613134961,26064.25904492352,0.9048777301284581,18889.673374555205,27616.07064721248
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x64_32,2,"(64, 32)",0.0003,800,1992,352,586,0.9668116249958985,0.8474664298628162,18385.51613134961,26064.25904492352,0.9048777301284581,18889.673374555205,27616.07064721248
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x128_64,2,"(128, 64)",0.01,300,1992,352,586,0.34985708400199655,0.8408362922663672,18597.722991862236,26624.697944018953,0.8962739982020633,19548.960850572403,28837.964406254152
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x128_64,2,"(128, 64)",0.01,800,1992,352,586,0.348986540993792,0.8408362922663672,18597.722991862236,26624.697944018953,0.8962739982020633,19548.960850572403,28837.964406254152
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x128_64,2,"(128, 64)",0.001,300,1992,352,586,0.8052571669977624,0.8425129200395647,19225.66403357147,26484.094629263152,0.9021125902805536,19678.413336149082,28014.585473607633
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x128_64,2,"(128, 64)",0.001,800,1992,352,586,0.8036822919966653,0.8425129200395647,19225.66403357147,26484.094629263152,0.9021125902805536,19678.413336149082,28014.585473607633
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x128_64,2,"(128, 64)",0.0003,300,1992,352,586,1.2622868750040652,0.8509253466000822,18842.68845270827,25767.042263737385,0.9034197143732878,19341.84487821561,27826.912678069883
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,2x128_64,2,"(128, 64)",0.0003,800,1992,352,586,1.259581790989614,0.8509253466000822,18842.68845270827,25767.042263737385,0.9034197143732878,19341.84487821561,27826.912678069883
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,3x128_64_32,3,"(128, 64, 32)",0.01,300,1992,352,586,0.5835150000057183,0.8348762184345108,18855.07308997719,27118.613324275724,0.8976556431950868,19600.269572259047,28645.257655348763
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,3x128_64_32,3,"(128, 64, 32)",0.01,800,1992,352,586,0.5833343749982305,0.8348762184345108,18855.07308997719,27118.613324275724,0.8976556431950868,19600.269572259047,28645.257655348763
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,3x128_64_32,3,"(128, 64, 32)",0.001,300,1992,352,586,0.8882678750087507,0.8279613322638661,19284.584033275594,27680.612839520523,0.8947726228115126,19809.696673420396,29045.9212326345
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,3x128_64_32,3,"(128, 64, 32)",0.001,800,1992,352,586,0.8893417499930365,0.8279613322638661,19284.584033275594,27680.612839520523,0.8947726228115126,19809.696673420396,29045.9212326345
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,3x128_64_32,3,"(128, 64, 32)",0.0003,300,1992,352,586,1.839939792000223,0.8346825558496892,19432.722826939265,27134.511463590105,0.8947953131415824,20303.75722258728,29042.789456997823
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,3x128_64_32,3,"(128, 64, 32)",0.0003,800,1992,352,586,1.841323790999013,0.8346825558496892,19432.722826939265,27134.511463590105,0.8947953131415824,20303.75722258728,29042.789456997823
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x32,1,"(32,)",0.01,300,1875,469,586,0.26367520799976774,0.8564011617788718,18574.53745187626,26406.797503840535,0.8916639717019357,19424.37071356285,29471.83909300386
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x32,1,"(32,)",0.01,800,1875,469,586,0.25940212499699555,0.8564011617788718,18574.53745187626,26406.797503840535,0.8916639717019357,19424.37071356285,29471.83909300386
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x32,1,"(32,)",0.001,300,1875,469,586,0.5349945839989232,0.8772911900215462,17675.21760821225,24410.582570240993,0.9001378152465915,19041.306741856224,28295.756797541537
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x32,1,"(32,)",0.001,800,1875,469,586,0.5481783330033068,0.8772911900215462,17675.21760821225,24410.582570240993,0.9001378152465915,19041.306741856224,28295.756797541537
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x32,1,"(32,)",0.0003,300,1875,469,586,0.8442554579960415,0.8727532296081156,18079.605694929676,24857.855335184133,0.8992204715486065,19257.264739896877,28425.423476411568
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x32,1,"(32,)",0.0003,800,1875,469,586,0.8362439170014113,0.8727532296081156,18079.605694929676,24857.855335184133,0.8992204715486065,19257.264739896877,28425.423476411568
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x64,1,"(64,)",0.01,300,1875,469,586,0.23427508398890495,0.8712654287963075,18038.321680299166,25002.755121149217,0.8942702276968817,19811.401937379618,29115.17674966468
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x64,1,"(64,)",0.01,800,1875,469,586,0.2336507080035517,0.8712654287963075,18038.321680299166,25002.755121149217,0.8942702276968817,19811.401937379618,29115.17674966468
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x64,1,"(64,)",0.001,300,1875,469,586,0.7118246250029188,0.869661108236525,18004.807725744547,25158.067846290665,0.9019341942804388,19333.440726890316,28040.101600024038
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x64,1,"(64,)",0.001,800,1875,469,586,0.7098879999975907,0.869661108236525,18004.807725744547,25158.067846290665,0.9019341942804388,19333.440726890316,28040.101600024038
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x64,1,"(64,)",0.0003,300,1875,469,586,0.9832370829972206,0.8767590968452768,17488.839925649634,24463.450226490237,0.9067503294436393,19031.826347759987,27342.891274094993
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,1x64,1,"(64,)",0.0003,800,1875,469,586,0.9825604170036968,0.8767590968452768,17488.839925649634,24463.450226490237,0.9067503294436393,19031.826347759987,27342.891274094993
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x64_32,2,"(64, 32)",0.01,300,1875,469,586,0.3455580000008922,0.8512004783933882,18971.533548964286,26880.728811443863,0.9037999132538072,19617.1500389305,27772.086821934823
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x64_32,2,"(64, 32)",0.01,800,1875,469,586,0.3454351249965839,0.8512004783933882,18971.533548964286,26880.728811443863,0.9037999132538072,19617.1500389305,27772.086821934823
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x64_32,2,"(64, 32)",0.001,300,1875,469,586,0.518741375009995,0.8532488715793,19631.748399598233,26695.065862186653,0.9011402832535889,19996.987100811664,28153.374885621015
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x64_32,2,"(64, 32)",0.001,800,1875,469,586,0.5174592080002185,0.8532488715793,19631.748399598233,26695.065862186653,0.9011402832535889,19996.987100811664,28153.374885621015
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x64_32,2,"(64, 32)",0.0003,300,1875,469,586,1.348537749989191,0.8658536911797194,18274.219136350755,25522.877471463205,0.9036876201117903,19060.43989839756,27788.291097034347
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x64_32,2,"(64, 32)",0.0003,800,1875,469,586,1.3477094580011908,0.8658536911797194,18274.219136350755,25522.877471463205,0.9036876201117903,19060.43989839756,27788.291097034347
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x128_64,2,"(128, 64)",0.01,300,1875,469,586,0.33419654199678916,0.8639175733720812,18472.731590169078,25706.401982616117,0.904524585144154,19122.67853625306,27667.286004052654
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x128_64,2,"(128, 64)",0.01,800,1875,469,586,0.3342475410026964,0.8639175733720812,18472.731590169078,25706.401982616117,0.904524585144154,19122.67853625306,27667.286004052654
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x128_64,2,"(128, 64)",0.001,300,1875,469,586,1.0827535840071505,0.831234143865682,20539.97942891231,28627.443449827893,0.8849794625086536,20925.665493872628,30367.46074955302
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x128_64,2,"(128, 64)",0.001,800,1875,469,586,1.0842206250090385,0.831234143865682,20539.97942891231,28627.443449827893,0.8849794625086536,20925.665493872628,30367.46074955302
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x128_64,2,"(128, 64)",0.0003,300,1875,469,586,1.4701409580011386,0.8679544770701505,18444.590397511387,25322.2395200181,0.9012042045297181,19340.612791000913,28144.271629501178
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,2x128_64,2,"(128, 64)",0.0003,800,1875,469,586,1.4393513749964768,0.8679544770701505,18444.590397511387,25322.2395200181,0.9012042045297181,19340.612791000913,28144.271629501178
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,3x128_64_32,3,"(128, 64, 32)",0.01,300,1875,469,586,0.6668931669992162,0.8239459873772762,20155.347106994595,29239.04852143626,0.8769289899938497,21515.037884806927,31412.222487903313
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,3x128_64_32,3,"(128, 64, 32)",0.01,800,1875,469,586,0.6626588329963852,0.8239459873772762,20155.347106994595,29239.04852143626,0.8769289899938497,21515.037884806927,31412.222487903313
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,3x128_64_32,3,"(128, 64, 32)",0.001,300,1875,469,586,0.7471298750024289,0.8457068883284388,19297.390634127303,27372.44178743557,0.901972992466066,19241.902806665716,28034.5542398443
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,3x128_64_32,3,"(128, 64, 32)",0.001,800,1875,469,586,0.7509118330053752,0.8457068883284388,19297.390634127303,27372.44178743557,0.901972992466066,19241.902806665716,28034.5542398443
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,3x128_64_32,3,"(128, 64, 32)",0.0003,300,1875,469,586,1.508916083999793,0.8576728329475417,18982.39047748335,26289.6118777356,0.8984051846421036,19678.585890145954,28540.169965570596
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.2,3x128_64_32,3,"(128, 64, 32)",0.0003,800,1875,469,586,1.518215666001197,0.8576728329475417,18982.39047748335,26289.6118777356,0.8984051846421036,19678.585890145954,28540.169965570596
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x32,1,"(32,)",0.01,300,1640,704,586,0.11800241700257175,0.8461997054576686,19227.10284630721,28731.843819721926,0.8960780260726853,19521.494039918685,28865.193694773505
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x32,1,"(32,)",0.01,800,1640,704,586,0.11586487499880604,0.8461997054576686,19227.10284630721,28731.843819721926,0.8960780260726853,19521.494039918685,28865.193694773505
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x32,1,"(32,)",0.001,300,1640,704,586,0.5717174580058781,0.8487340396204829,19122.93101098204,28494.137649556706,0.8934576975759244,19384.651762026602,29226.83726225429
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x32,1,"(32,)",0.001,800,1640,704,586,0.5802649999968708,0.8487340396204829,19122.93101098204,28494.137649556706,0.8934576975759244,19384.651762026602,29226.83726225429
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x32,1,"(32,)",0.0003,300,1640,704,586,0.825748624993139,0.8534774621190367,19120.40309947247,28043.817333627176,0.8989029271837803,19359.40312095712,28470.170828052887
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x32,1,"(32,)",0.0003,800,1640,704,586,0.9469590419903398,0.8525931572349033,19118.45642278145,28128.3162094106,0.8992329197771565,19266.946488939568,28423.667876336363
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x64,1,"(64,)",0.01,300,1640,704,586,0.12241187501058448,0.8270874642750454,20349.597351201544,30464.7875090687,0.8987483781421829,20173.397616443996,28491.92396675234
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x64,1,"(64,)",0.01,800,1640,704,586,0.12277641700347885,0.8270874642750454,20349.597351201544,30464.7875090687,0.8987483781421829,20173.397616443996,28491.92396675234
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x64,1,"(64,)",0.001,300,1640,704,586,0.5701947080087848,0.8493919116124617,18965.21202789751,28432.108092360773,0.9046786899931052,19227.224571606508,27644.94839599446
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x64,1,"(64,)",0.001,800,1640,704,586,0.5702119579946157,0.8493919116124617,18965.21202789751,28432.108092360773,0.9046786899931052,19227.224571606508,27644.94839599446
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x64,1,"(64,)",0.0003,300,1640,704,586,0.9500737089983886,0.8528138866827675,18666.699895229234,28107.248416348935,0.9087317554206439,18840.6980482634,27050.83225124137
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,1x64,1,"(64,)",0.0003,800,1640,704,586,0.9458384169993224,0.8528138866827675,18666.699895229234,28107.248416348935,0.9087317554206439,18840.6980482634,27050.83225124137
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x64_32,2,"(64, 32)",0.01,300,1640,704,586,0.28538558300351724,0.8068639948090321,20315.534870788393,32197.08362416053,0.8895428840521429,20860.97024440991,29758.951954357875
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x64_32,2,"(64, 32)",0.01,800,1640,704,586,0.2856026249937713,0.8068639948090321,20315.534870788393,32197.08362416053,0.8895428840521429,20860.97024440991,29758.951954357875
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x64_32,2,"(64, 32)",0.001,300,1640,704,586,0.6187577079981565,0.8253096330868643,19779.3231352367,30621.001583224937,0.8935000881932381,19806.163204542358,29221.022356313322
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x64_32,2,"(64, 32)",0.001,800,1640,704,586,0.6192186659900472,0.8253096330868643,19779.3231352367,30621.001583224937,0.8935000881932381,19806.163204542358,29221.022356313322
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x64_32,2,"(64, 32)",0.0003,300,1640,704,586,1.1646583339897916,0.8414649813255834,19432.624536201554,29170.74477602923,0.905255878869818,19028.81128763127,27561.12356804355
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x64_32,2,"(64, 32)",0.0003,800,1640,704,586,1.1542949579888955,0.8414649813255834,19432.624536201554,29170.74477602923,0.905255878869818,19028.81128763127,27561.12356804355
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x128_64,2,"(128, 64)",0.01,300,1640,704,586,0.3674682910059346,0.8287546553769641,19900.811599307523,30317.5638138094,0.8949265955479201,20152.328322530364,29024.66289999261
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x128_64,2,"(128, 64)",0.01,800,1640,704,586,0.36923362499510404,0.8287546553769641,19900.811599307523,30317.5638138094,0.8949265955479201,20152.328322530364,29024.66289999261
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x128_64,2,"(128, 64)",0.001,300,1640,704,586,0.6729338330042083,0.8251462980362668,20524.42301421346,30635.31351806166,0.9045670211093795,19434.300622859304,27661.13668027506
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x128_64,2,"(128, 64)",0.001,800,1640,704,586,0.6586727919930127,0.8251462980362668,20524.42301421346,30635.31351806166,0.9045670211093795,19434.300622859304,27661.13668027506
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x128_64,2,"(128, 64)",0.0003,300,1640,704,586,1.3176418329967419,0.828356943105781,20306.902315597017,30352.74922107205,0.9044219381199206,19640.547258556246,27682.154761990714
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,2x128_64,2,"(128, 64)",0.0003,800,1640,704,586,1.3195382910053013,0.828356943105781,20306.902315597017,30352.74922107205,0.9044219381199206,19640.547258556246,27682.154761990714
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,3x128_64_32,3,"(128, 64, 32)",0.01,300,1640,704,586,0.45040916599100456,0.814204637988474,20183.119834907244,31579.288997801163,0.8964950650313659,19244.33325868517,28807.217449738437
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,3x128_64_32,3,"(128, 64, 32)",0.01,800,1640,704,586,0.448970500001451,0.814204637988474,20183.119834907244,31579.288997801163,0.8964950650313659,19244.33325868517,28807.217449738437
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,3x128_64_32,3,"(128, 64, 32)",0.001,300,1640,704,586,0.5933005410042824,0.8164459817880256,20357.14434957602,31388.232547104115,0.902560206896704,19501.358520503712,27950.459952984867
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,3x128_64_32,3,"(128, 64, 32)",0.001,800,1640,704,586,0.590406332994462,0.8164459817880256,20357.14434957602,31388.232547104115,0.902560206896704,19501.358520503712,27950.459952984867
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,3x128_64_32,3,"(128, 64, 32)",0.0003,300,1640,704,586,1.0866092079959344,0.8217442279026013,20341.797532832214,30931.90831790885,0.8995297775883916,19523.482086029242,28381.76921571369
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.3,3x128_64_32,3,"(128, 64, 32)",0.0003,800,1640,704,586,1.0853724999906262,0.8217442279026013,20341.797532832214,30931.90831790885,0.8995297775883916,19523.482086029242,28381.76921571369
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x32,1,"(32,)",0.01,300,1992,352,586,0.10850770800607279,0.8741306141601888,17412.2025705079,23676.78454883922,0.8665724956430254,18516.19940084612,32707.207332382386
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x32,1,"(32,)",0.01,800,1992,352,586,0.10739812499377877,0.8741306141601888,17412.2025705079,23676.78454883922,0.8665724956430254,18516.19940084612,32707.207332382386
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x32,1,"(32,)",0.001,300,1992,352,586,0.4662739580089692,0.8738549371051794,17081.127820243015,23702.698619164446,0.8850533140208251,18064.059952936183,30357.710129998904
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x32,1,"(32,)",0.001,800,1992,352,586,0.46722824999596924,0.8738549371051794,17081.127820243015,23702.698619164446,0.8850533140208251,18064.059952936183,30357.710129998904
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x32,1,"(32,)",0.0003,300,1992,352,586,0.7920247500005644,0.873009088982317,17202.867610680943,23782.03341886467,0.8807902715464323,18474.50652783914,30915.525415347187
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x32,1,"(32,)",0.0003,800,1992,352,586,0.7993745410058182,0.873009088982317,17202.867610680943,23782.03341886467,0.8807902715464323,18474.50652783914,30915.525415347187
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x64,1,"(64,)",0.01,300,1992,352,586,0.1754690829984611,0.8718739823707089,17154.570378951285,23888.084660351953,0.8666723933211442,18270.008254020664,32694.961034705997
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x64,1,"(64,)",0.01,800,1992,352,586,0.1769827499956591,0.8718739823707089,17154.570378951285,23888.084660351953,0.8666723933211442,18270.008254020664,32694.961034705997
