model_type,feature_set,features,n_features_before_encoding,validation_size,architecture,hidden_layers,hidden_nodes,learning_rate,epochs,train_rows,validation_rows,test_rows,train_seconds,validation_r2,validation_mae,validation_rmse,test_r2,test_mae,test_rmse
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,1x32,1,"(32,)",0.0003,800,1992,352,586,0.803378166994662,0.8621089655103941,17428.350887244098,24781.676337708395,0.9006404642969154,18458.891979008287,28224.454642954963
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,1x64,1,"(64,)",0.01,300,1992,352,586,0.25076408400491346,0.8640122158399265,17082.1445866444,24610.05670025116,0.892498350624358,19516.862859101653,29358.12709490934
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,1x64,1,"(64,)",0.01,800,1992,352,586,0.252017541002715,0.8640122158399265,17082.1445866444,24610.05670025116,0.892498350624358,19516.862859101653,29358.12709490934
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,1x64,1,"(64,)",0.001,300,1992,352,586,0.5576092499977676,0.8576935185221031,17620.27401307396,25175.320381433787,0.8962064646377328,18834.429897478996,28847.35073945868
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,1x64,1,"(64,)",0.001,800,1992,352,586,0.55771654099226,0.8576935185221031,17620.27401307396,25175.320381433787,0.8962064646377328,18834.429897478996,28847.35073945868
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,1x64,1,"(64,)",0.0003,300,1992,352,586,0.719311959008337,0.8656944167130111,17083.255544475007,24457.366934040143,0.90250996754039,17960.634642618017,27957.664566817377
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,1x64,1,"(64,)",0.0003,800,1992,352,586,0.7167475830065086,0.8656944167130111,17083.255544475007,24457.366934040143,0.90250996754039,17960.634642618017,27957.664566817377
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x64_32,2,"(64, 32)",0.01,300,1992,352,586,0.34389791698777117,0.83781220997961,18968.46578340324,26876.44008166962,0.8289592308933095,21073.401485940434,37031.440215743954
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x64_32,2,"(64, 32)",0.01,800,1992,352,586,0.34536845800175797,0.83781220997961,18968.46578340324,26876.44008166962,0.8289592308933095,21073.401485940434,37031.440215743954
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x64_32,2,"(64, 32)",0.001,300,1992,352,586,0.7861171660042601,0.8378414001706783,19007.066387416504,26874.0213924338,0.8688225758644441,19615.928882801967,32430.252627135596
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x64_32,2,"(64, 32)",0.001,800,1992,352,586,0.7804757079866249,0.8378414001706783,19007.066387416504,26874.0213924338,0.8688225758644441,19615.928882801967,32430.252627135596
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x64_32,2,"(64, 32)",0.0003,300,1992,352,586,1.1971867910033325,0.8579535133639087,17909.342539710753,25152.31213278498,0.8836246692394035,18698.21359500363,30545.78190762722
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x64_32,2,"(64, 32)",0.0003,800,1992,352,586,1.196096708998084,0.8579535133639087,17909.342539710753,25152.31213278498,0.8836246692394035,18698.21359500363,30545.78190762722
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x128_64,2,"(128, 64)",0.01,300,1992,352,586,0.48049866600194946,0.8495512507130629,18160.0969927254,25885.523743502185,0.8590297732958351,19529.102263255358,33618.976031871876
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x128_64,2,"(128, 64)",0.01,800,1992,352,586,0.47995320800691843,0.8495512507130629,18160.0969927254,25885.523743502185,0.8590297732958351,19529.102263255358,33618.976031871876
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x128_64,2,"(128, 64)",0.001,300,1992,352,586,0.9318310420057969,0.8551370835212297,18007.361376689143,25400.44222998693,0.8638606840999734,19053.75046215788,33037.90989922723
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x128_64,2,"(128, 64)",0.001,800,1992,352,586,0.9314812499942491,0.8551370835212297,18007.361376689143,25400.44222998693,0.8638606840999734,19053.75046215788,33037.90989922723
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x128_64,2,"(128, 64)",0.0003,300,1992,352,586,1.5388557090045651,0.8542873151008257,18157.82900488051,25474.833015917335,0.8579164708989323,19698.09342733788,33751.46670532019
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,2x128_64,2,"(128, 64)",0.0003,800,1992,352,586,1.5572890829935204,0.8542873151008257,18157.82900488051,25474.833015917335,0.8579164708989323,19698.09342733788,33751.46670532019
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,3x128_64_32,3,"(128, 64, 32)",0.01,300,1992,352,586,1.0172460000030696,0.8299778974648135,18924.514564779376,27517.904359366166,0.820224139276299,20418.31770696552,37965.26807718432
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,3x128_64_32,3,"(128, 64, 32)",0.01,800,1992,352,586,1.0217698330088751,0.8299778974648135,18924.514564779376,27517.904359366166,0.820224139276299,20418.31770696552,37965.26807718432
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,3x128_64_32,3,"(128, 64, 32)",0.001,300,1992,352,586,1.1686159589880845,0.8414012277629864,18662.042262081613,26577.40510400328,0.8643313497418512,20227.829517858412,32980.75053976591
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,3x128_64_32,3,"(128, 64, 32)",0.001,800,1992,352,586,1.1482457920064917,0.8414012277629864,18662.042262081613,26577.40510400328,0.8643313497418512,20227.829517858412,32980.75053976591
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,3x128_64_32,3,"(128, 64, 32)",0.0003,300,1992,352,586,1.7858642089995556,0.8516988490011654,18183.5781780673,25700.106706015744,0.8335160076555016,20455.13393180633,36534.824323525856
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.15,3x128_64_32,3,"(128, 64, 32)",0.0003,800,1992,352,586,1.7790346249967115,0.8516988490011654,18183.5781780673,25700.106706015744,0.8335160076555016,20455.13393180633,36534.824323525856
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x32,1,"(32,)",0.01,300,1875,469,586,0.19938412499323022,0.8756457760984107,17475.17760146359,24573.699472378335,0.9024232450529408,18198.146666018627,27970.096705776483
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x32,1,"(32,)",0.01,800,1875,469,586,0.19893129100091755,0.8756457760984107,17475.17760146359,24573.699472378335,0.9024232450529408,18198.146666018627,27970.096705776483
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x32,1,"(32,)",0.001,300,1875,469,586,0.5387355830025626,0.8753401083517292,17667.3029077819,24603.88251301045,0.8928271298969789,18905.762884926513,29313.19878389125
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x32,1,"(32,)",0.001,800,1875,469,586,0.537153708995902,0.8753401083517292,17667.3029077819,24603.88251301045,0.8928271298969789,18905.762884926513,29313.19878389125
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x32,1,"(32,)",0.0003,300,1875,469,586,0.8605304170050658,0.8711427987571,17879.273078128816,25014.660854728067,0.9003769363891037,18348.18354929599,28261.85923686258
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x32,1,"(32,)",0.0003,800,1875,469,586,0.8189072499953909,0.8711427987571,17879.273078128816,25014.660854728067,0.9003769363891037,18348.18354929599,28261.85923686258
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x64,1,"(64,)",0.01,300,1875,469,586,0.12911141700169537,0.8753262609880084,17030.19748931457,24605.248988806376,0.8962917269540448,19018.23110299436,28835.499821879537
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x64,1,"(64,)",0.01,800,1875,469,586,0.1288242090085987,0.8753262609880084,17030.19748931457,24605.248988806376,0.8962917269540448,19018.23110299436,28835.499821879537
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x64,1,"(64,)",0.001,300,1875,469,586,0.3809140410012333,0.880983648054145,17165.587495957203,24040.50515637755,0.8975909692664408,18719.144122956764,28654.30704910026
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x64,1,"(64,)",0.001,800,1875,469,586,0.38442424999084324,0.880983648054145,17165.587495957203,24040.50515637755,0.8975909692664408,18719.144122956764,28654.30704910026
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x64,1,"(64,)",0.0003,300,1875,469,586,0.8501154169935035,0.8807823888269226,17045.584699016923,24060.82307777988,0.8994528939096198,18254.693020484585,28392.62654975215
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,1x64,1,"(64,)",0.0003,800,1875,469,586,0.830889249991742,0.8807823888269226,17045.584699016923,24060.82307777988,0.8994528939096198,18254.693020484585,28392.62654975215
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x64_32,2,"(64, 32)",0.01,300,1875,469,586,0.3738414169929456,0.8686149533695555,18109.19939890612,25258.83068590583,0.8659406858991532,19875.013710880296,32784.55392998595
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x64_32,2,"(64, 32)",0.01,800,1875,469,586,0.3745884170057252,0.8686149533695555,18109.19939890612,25258.83068590583,0.8659406858991532,19875.013710880296,32784.55392998595
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x64_32,2,"(64, 32)",0.001,300,1875,469,586,0.6349210420012241,0.8591374976188348,19231.539962958297,26153.9911004002,0.8709205890764112,20621.216311986875,32169.86732912045
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x64_32,2,"(64, 32)",0.001,800,1875,469,586,0.6357541250035865,0.8591374976188348,19231.539962958297,26153.9911004002,0.8709205890764112,20621.216311986875,32169.86732912045
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x64_32,2,"(64, 32)",0.0003,300,1875,469,586,0.9098809999995865,0.8788103977155972,17517.807683145016,24259.003218597143,0.8881798777288689,18382.734608956398,29941.997093526683
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x64_32,2,"(64, 32)",0.0003,800,1875,469,586,0.908530291999341,0.8788103977155972,17517.807683145016,24259.003218597143,0.8881798777288689,18382.734608956398,29941.997093526683
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x128_64,2,"(128, 64)",0.01,300,1875,469,586,0.5575845410057809,0.8658129729802851,18359.605675235045,25526.750730347772,0.8682586617601973,19931.11965488301,32499.884520095606
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x128_64,2,"(128, 64)",0.01,800,1875,469,586,0.557648916990729,0.8658129729802851,18359.605675235045,25526.750730347772,0.8682586617601973,19931.11965488301,32499.884520095606
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x128_64,2,"(128, 64)",0.001,300,1875,469,586,1.0791518329933751,0.8657159653798249,18430.470324786944,25535.97606869739,0.8749976994514539,19515.1325384294,31657.731064018244
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x128_64,2,"(128, 64)",0.001,800,1875,469,586,1.078848207995179,0.8657159653798249,18430.470324786944,25535.97606869739,0.8749976994514539,19515.1325384294,31657.731064018244
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x128_64,2,"(128, 64)",0.0003,300,1875,469,586,1.7386475410021376,0.8656923461923289,18590.137555502053,25538.221728388813,0.8587140168740206,20397.040433799066,33656.60621152948
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,2x128_64,2,"(128, 64)",0.0003,800,1875,469,586,1.7332777910050936,0.8656923461923289,18590.137555502053,25538.221728388813,0.8587140168740206,20397.040433799066,33656.60621152948
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,3x128_64_32,3,"(128, 64, 32)",0.01,300,1875,469,586,0.5967418329964858,0.8401309909264281,20391.373722042597,27862.649614218633,0.8394205082101451,21119.222759297136,35881.10606079432
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,3x128_64_32,3,"(128, 64, 32)",0.01,800,1875,469,586,0.5967593750101514,0.8401309909264281,20391.373722042597,27862.649614218633,0.8394205082101451,21119.222759297136,35881.10606079432
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,3x128_64_32,3,"(128, 64, 32)",0.001,300,1875,469,586,0.8014050830097403,0.846318178986447,19606.074006846782,27318.1648215516,0.8332605117575277,20763.02711925074,36562.84779607645
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,3x128_64_32,3,"(128, 64, 32)",0.001,800,1875,469,586,0.8011661659984384,0.846318178986447,19606.074006846782,27318.1648215516,0.8332605117575277,20763.02711925074,36562.84779607645
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,3x128_64_32,3,"(128, 64, 32)",0.0003,300,1875,469,586,1.5823750830022618,0.8572209601845014,18813.09360953383,26331.312087456838,0.8262078323769886,20574.206051735488,37328.09979002212
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.2,3x128_64_32,3,"(128, 64, 32)",0.0003,800,1875,469,586,1.5811160000012023,0.8572209601845014,18813.09360953383,26331.312087456838,0.8262078323769886,20574.206051735488,37328.09979002212
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x32,1,"(32,)",0.01,300,1640,704,586,0.10455037500651088,0.8607018232380337,18929.68696369132,27343.721968805763,0.8861120914770989,19078.413260454905,30217.573783035557
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x32,1,"(32,)",0.01,800,1640,704,586,0.10416579099546652,0.8607018232380337,18929.68696369132,27343.721968805763,0.8861120914770989,19078.413260454905,30217.573783035557
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x32,1,"(32,)",0.001,300,1640,704,586,0.4658751249953639,0.8565924503650904,18711.35643856016,27744.11787996189,0.8956341897409925,18738.823681552498,28926.767640018425
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x32,1,"(32,)",0.001,800,1640,704,586,0.46768729099130724,0.8565924503650904,18711.35643856016,27744.11787996189,0.8956341897409925,18738.823681552498,28926.767640018425
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x32,1,"(32,)",0.0003,300,1640,704,586,0.8040101250080625,0.8572039603526938,18868.277424382184,27684.90227369243,0.9001864967163403,18564.963247266824,28288.85905667743
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x32,1,"(32,)",0.0003,800,1640,704,586,0.8054048329940997,0.8572039603526938,18868.277424382184,27684.90227369243,0.9001864967163403,18564.963247266824,28288.85905667743
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x64,1,"(64,)",0.01,300,1640,704,586,0.2463297079957556,0.8667562757657387,18588.545402186985,26742.88734874458,0.8882991768613987,19976.220612086043,29926.020507838763
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x64,1,"(64,)",0.01,800,1640,704,586,0.24657883300096728,0.8667562757657387,18588.545402186985,26742.88734874458,0.8882991768613987,19976.220612086043,29926.020507838763
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x64,1,"(64,)",0.001,300,1640,704,586,0.6460591250070138,0.8662568802264312,18295.08519061761,26792.956454345644,0.8981707097345495,18468.695880280313,28573.085508456526
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x64,1,"(64,)",0.001,800,1640,704,586,0.6487722089950694,0.8662568802264312,18295.08519061761,26792.956454345644,0.8981707097345495,18468.695880280313,28573.085508456526
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x64,1,"(64,)",0.0003,300,1640,704,586,0.6359571249922737,0.8658906671008588,18332.5896617913,26829.613385957527,0.8982569653594841,18457.875538716227,28560.981370855327
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,1x64,1,"(64,)",0.0003,800,1640,704,586,0.6368860419897828,0.8658906671008588,18332.5896617913,26829.613385957527,0.8982569653594841,18457.875538716227,28560.981370855327
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x64_32,2,"(64, 32)",0.01,300,1640,704,586,0.2433357080008136,0.8571385370992324,18583.619831639473,27691.24358740128,0.8664152875072089,19246.750003568377,32726.469947849328
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x64_32,2,"(64, 32)",0.01,800,1640,704,586,0.24313979200087488,0.8571385370992324,18583.619831639473,27691.24358740128,0.8664152875072089,19246.750003568377,32726.469947849328
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x64_32,2,"(64, 32)",0.001,300,1640,704,586,0.6873824170033913,0.8457135380137498,19563.436164725277,28777.219109213333,0.8648381303655572,19510.168697315436,32919.09428014767
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x64_32,2,"(64, 32)",0.001,800,1640,704,586,0.6871909579931526,0.8457135380137498,19563.436164725277,28777.219109213333,0.8648381303655572,19510.168697315436,32919.09428014767
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x64_32,2,"(64, 32)",0.0003,300,1640,704,586,1.3109858329989947,0.8511705904775598,19295.849111306903,28263.718097695546,0.8853800468931573,19134.618510610046,30314.533937906926
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x64_32,2,"(64, 32)",0.0003,800,1640,704,586,1.437202166998759,0.8491274803580631,19483.17014656295,28457.0570870933,0.8846735213010375,19494.119504870778,30407.820880025996
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x128_64,2,"(128, 64)",0.01,300,1640,704,586,0.4669173750007758,0.8410872521173913,19499.67589232933,29205.47554689588,0.868696738189127,19627.355731842683,32445.80396681834
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x128_64,2,"(128, 64)",0.01,800,1640,704,586,0.466351291994215,0.8410872521173913,19499.67589232933,29205.47554689588,0.868696738189127,19627.355731842683,32445.80396681834
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x128_64,2,"(128, 64)",0.001,300,1640,704,586,0.9247839169984218,0.8353143683106977,19801.899438936405,29731.22259371651,0.8620835742857833,20073.340702690497,33252.8427901016
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x128_64,2,"(128, 64)",0.001,800,1640,704,586,0.9236458340019453,0.8353143683106977,19801.899438936405,29731.22259371651,0.8620835742857833,20073.340702690497,33252.8427901016
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x128_64,2,"(128, 64)",0.0003,300,1640,704,586,1.4288519159890711,0.8558573536278463,19046.19464597934,27815.13416197845,0.872557009884706,19882.69300117628,31965.298085698712
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,2x128_64,2,"(128, 64)",0.0003,800,1640,704,586,1.4210503750073258,0.8558573536278463,19046.19464597934,27815.13416197845,0.872557009884706,19882.69300117628,31965.298085698712
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,3x128_64_32,3,"(128, 64, 32)",0.01,300,1640,704,586,0.5316309159970842,0.8342844912117509,19671.037101797243,29824.041206878483,0.8653162891445355,19706.264893837793,32860.814160580514
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,3x128_64_32,3,"(128, 64, 32)",0.01,800,1640,704,586,0.5363114579959074,0.8342844912117509,19671.037101797243,29824.041206878483,0.8653162891445355,19706.264893837793,32860.814160580514
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,3x128_64_32,3,"(128, 64, 32)",0.001,300,1640,704,586,0.9747400420019403,0.841110136521801,20035.739216325208,29203.372587927366,0.8275264593100893,20915.268140865286,37186.218943241984
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,3x128_64_32,3,"(128, 64, 32)",0.001,800,1640,704,586,0.9660745829896769,0.841110136521801,20035.739216325208,29203.372587927366,0.8275264593100893,20915.268140865286,37186.218943241984
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,3x128_64_32,3,"(128, 64, 32)",0.0003,300,1640,704,586,1.9217394580045948,0.8364039170779005,19846.645525920598,29632.709526587343,0.8429041840721901,21141.8908909481,35489.762382217756
NeuralNetwork_MLP,lr_uitgebreid,"Overall Qual, Gr Liv Area, Total Bsmt SF, Year Built, Neighborhood",5,0.3,3x128_64_32,3,"(128, 64, 32)",0.0003,800,1640,704,586,1.9302066670061322,0.8364039170779005,19846.645525920598,29632.709526587343,0.8429041840721901,21141.8908909481,35489.762382217756
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x32,1,"(32,)",0.01,300,1992,352,586,0.14317362499423325,0.8430370560948615,18508.313565467506,26439.986764079844,0.9041093946617349,19453.37756527559,27727.378607133065
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x32,1,"(32,)",0.01,800,1992,352,586,0.142788750003092,0.8430370560948615,18508.313565467506,26439.986764079844,0.9041093946617349,19453.37756527559,27727.378607133065
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x32,1,"(32,)",0.001,300,1992,352,586,0.4924801250017481,0.8582294649684448,17920.770381069397,25127.868743542873,0.9001487987005335,19311.41676252307,28294.20068454297
NeuralNetwork_MLP,lr_met_housestyle,"Overall Qual, Gr Liv Area, Neighborhood, House Style",4,0.15,1x32,1,"(32,)",0.001,800,1992,352,586,0.4930968330008909,0.8582294649684448,17920.770381069397,25127.868743542873,0.9001487987005335,19311.41676252307,28294.20068454297
